fiber_id head_id    ifu_x   ifu_y trace_row exclude_fiber
   139.0   139.0  7.14298  -6.186  1136.667           0.0
   140.0   140.0   14.286  -6.186  1144.366           0.0
   141.0   141.0  21.4289  -6.186  1152.274           0.0
   142.0   142.0  28.5719  -6.186  1160.196           0.0
   143.0   143.0  35.7149  -6.186  1168.201           0.0
   144.0   144.0  42.8579  -6.186  1175.895           0.0
   145.0   145.0  50.0008  -6.186  1183.775           0.0
   146.0   146.0 -46.4293 -12.372  1199.608           0.0
   147.0   147.0 -39.2864 -12.372  1207.481           0.0
   148.0   148.0 -32.1434 -12.372  1215.266           0.0
   149.0   149.0 -25.0004 -12.372  1223.274           0.0
   150.0   150.0 -17.8574 -12.372  1231.041           0.0
   151.0   151.0 -10.7145 -12.372  1238.973           0.0
   152.0   152.0 -3.57149 -12.372   1246.93           0.0
   153.0   153.0  3.57149 -12.372  1254.546           0.0
   154.0   154.0  10.7145 -12.372  1262.481           0.0
   155.0   155.0  17.8574 -12.372  1270.577           0.0
   156.0   156.0  25.0004 -12.372  1278.329           0.0
   157.0   157.0  32.1434 -12.372  1286.151           0.0
   158.0   158.0  39.2864 -12.372  1294.056           0.0
   159.0   159.0  46.4293 -12.372  1301.841           0.0
   160.0   160.0 -50.0008 -18.558  1309.877           0.0
   161.0   161.0 -42.8579 -18.558  1317.744           0.0
   162.0   162.0 -35.7149 -18.558  1325.676           0.0
   163.0   163.0 -28.5719 -18.558  1333.499           0.0
   164.0   164.0 -21.4289 -18.558  1341.343           0.0
   165.0   165.0  -14.286 -18.558  1349.237           0.0
   166.0   166.0 -7.14298 -18.558  1356.944           0.0
   167.0   167.0      0.0 -18.558  1365.046           0.0
   168.0   168.0  7.14298 -18.558  1373.018           0.0
   169.0   169.0   14.286 -18.558  1380.765           0.0
   170.0   170.0  21.4289 -18.558  1388.707           0.0
   171.0   171.0  28.5719 -18.558  1396.689           0.0
   172.0   172.0  35.7149 -18.558  1404.622           0.0
   173.0   173.0  42.8579 -18.558  1412.497           0.0
   174.0   174.0  50.0008 -18.558  1420.309           0.0
   175.0   175.0 -46.4293 -24.744  1436.053           0.0
   176.0   176.0 -39.2864 -24.744   1443.95           0.0
   177.0   177.0 -32.1434 -24.744  1451.866           0.0
   178.0   178.0 -25.0004 -24.744  1459.963           0.0
   179.0   179.0 -17.8574 -24.744  1467.771           0.0
   180.0   180.0 -10.7145 -24.744  1475.689           0.0
   181.0   181.0 -3.57149 -24.744  1483.629           0.0
   182.0   182.0  3.57149 -24.744  1491.587           0.0
   183.0   183.0  10.7145 -24.744  1499.503           0.0
   184.0   184.0  17.8574 -24.744  1507.331           0.0
   185.0   185.0  25.0004 -24.744  1515.196           0.0
   186.0   186.0  32.1434 -24.744  1522.958           0.0
   187.0   187.0  39.2864 -24.744  1530.926           0.0
   188.0   188.0  46.4293 -24.744  1538.578           0.0
   189.0   189.0 -50.0008  -30.93  1546.792           0.0
   190.0   190.0 -42.8579  -30.93  1554.497           0.0
   191.0   191.0 -35.7149  -30.93  1562.761           0.0
   192.0   192.0 -28.5719  -30.93  1570.639           0.0
   193.0   193.0 -21.4289  -30.93  1578.505           0.0
   194.0   194.0  -14.286  -30.93  1586.392           0.0
   195.0   195.0 -7.14298  -30.93  1594.392           0.0
   196.0   196.0      0.0  -30.93   1602.28           0.0
   197.0   197.0  7.14298  -30.93  1610.283           0.0
   198.0   198.0   14.286  -30.93  1618.248           0.0
   199.0   199.0  21.4289  -30.93  1626.228           0.0
   200.0   200.0  28.5719  -30.93  1634.132           0.0
   201.0   201.0  35.7149  -30.93  1641.957           0.0
   202.0   202.0  42.8579  -30.93   1650.11           0.0
   203.0   203.0  50.0008  -30.93  1657.936           0.0
   204.0   204.0 -46.4293 -37.116  1673.911           0.0
   205.0   205.0 -39.2864 -37.116  1681.834           0.0
   206.0   206.0 -32.1434 -37.116  1689.695           0.0
   207.0   207.0 -25.0004 -37.116  1697.698           0.0
   208.0   208.0 -17.8574 -37.116  1705.666           0.0
   209.0   209.0 -10.7145 -37.116  1713.548           0.0
   210.0   210.0 -3.57149 -37.116  1721.527           0.0
   211.0   211.0  3.57149 -37.116  1729.589           0.0
   212.0   212.0  10.7145 -37.116  1737.421           0.0
   213.0   213.0  17.8574 -37.116  1745.418           0.0
   214.0   214.0  25.0004 -37.116  1753.318           0.0
   215.0   215.0  32.1434 -37.116  1761.394           0.0
   216.0   216.0  39.2864 -37.116  1769.347           0.0
   217.0   217.0  46.4293 -37.116  1777.249           0.0
   218.0   218.0 -50.0008 -43.302  1785.431           0.0
   219.0   219.0 -42.8579 -43.302  1793.294           0.0
   220.0   220.0 -35.7149 -43.302  1801.208           0.0
   221.0   221.0 -28.5719 -43.302  1809.321           0.0
   222.0   222.0 -21.4289 -43.302  1817.197           0.0
   223.0   223.0  -14.286 -43.302  1825.196           0.0
   224.0   224.0 -7.14298 -43.302  1833.042           0.0
   225.0   225.0      0.0 -43.302  1841.113           0.0
   226.0   226.0  7.14298 -43.302  1848.932           0.0
   227.0   227.0   14.286 -43.302  1857.297           0.0
   228.0   228.0  21.4289 -43.302  1865.238           0.0
   229.0   229.0  28.5719 -43.302  1873.163           0.0
   230.0   230.0  35.7149 -43.302  1881.275           0.0
   231.0   231.0  42.8579 -43.302  1889.276           0.0
   232.0   232.0  50.0008 -43.302  1897.239           0.0
   233.0   233.0 -46.4293 -49.488  1905.295           0.0
   234.0   234.0 -39.2864 -49.488  1913.294           0.0
   235.0   235.0 -32.1434 -49.488  1921.263           0.0
   236.0   236.0 -25.0004 -49.488  1929.395           0.0
   237.0   237.0 -17.8574 -49.488  1937.344           0.0
   238.0   238.0 -10.7145 -49.488  1945.452           0.0
   239.0   239.0 -3.57149 -49.488  1953.517           0.0
   240.0   240.0  3.57149 -49.488   1961.52           0.0
   241.0   241.0  10.7145 -49.488  1969.546           0.0
   242.0   242.0  17.8574 -49.488  1977.525           0.0
   243.0   243.0  25.0004 -49.488  1985.699           0.0
   244.0   244.0  32.1434 -49.488  1993.721           0.0
   245.0   245.0  39.2864 -49.488  2001.759           0.0
   246.0   246.0  46.4293 -49.488  2009.736           0.0
