fiber_id head_id   ifu_x    ifu_y trace_row exclude_fiber
    125     105   7.5256  19.8624    1218.0           0.0
    126     106   7.5256  17.3796    1211.0           0.0
    127     107   7.5256  14.8968    1205.0           0.0
    128     108   7.5256  12.4140    1198.0           0.0
    129     109   7.5256   9.9312    1192.0           0.0
    130     110   7.5256   7.4484    1185.0           0.0
    131     111   7.5256   4.9656    1178.0           0.0
    132     112   7.5256   2.4828    1172.0           0.0
    133       -      nan      nan    1165.0           1.0
    134     S15   0.0000 -600.0000    1159.0           0.0
    135     113   7.5256   0.0000    1152.0           0.0
    136     114   7.5256  -2.4828    1145.0           0.0
    137     115   7.5256  -4.9656    1139.0           0.0
    138     116   7.5256  -7.4484    1132.0           0.0
    139     117   7.5256  -9.9312    1126.0           0.0
    140     118   7.5256 -12.4140    1119.0           0.0
    141     119   7.5256 -14.8968    1112.0           0.0
    142     120   7.5256 -17.3796    1106.0           0.0
    143     S16   0.0000 -600.0000    1099.0           0.0
    144     121   7.5256 -19.8624    1092.0           0.0
    145     122   7.5256 -22.3452    1086.0           0.0
    146     123   7.5256 -24.8280    1079.0           0.0
    147     124   7.5256 -27.3108    1073.0           0.0
    148     125   7.5256 -29.7936    1066.0           0.0
    149     126   7.5256 -32.2764    1059.0           0.0
    150     127   7.5256 -34.7592    1053.0           0.0
    151     128   7.5256 -37.2420    1046.0           0.0
    152       -      nan      nan    1039.0           1.0
    153   _S17_      nan      nan    1033.0           1.0
    154       -      nan      nan    1027.0           1.0
    155     129   9.6758  38.4834    1020.0           0.0
    156     130   9.6758  36.0006    1013.0           0.0
    157     131   9.6758  33.5178    1006.0           0.0
    158     132   9.6758  31.0350    1000.0           0.0
    159     133   9.6758  28.5522     993.0           0.0
    160     134   9.6758  26.0694     987.0           0.0
    161     135   9.6758  23.5866     980.0           0.0
    162     136   9.6758  21.1038     973.0           0.0
    163     S18   0.0000 -600.0000     967.0           0.0
    164     137   9.6758  18.6210     960.0           0.0
    165     138   9.6758  16.1382     953.0           0.0
    166     139   9.6758  13.6554     947.0           0.0
    167     140   9.6758  11.1726     940.0           0.0
    168     141   9.6758   8.6898     934.0           0.0
    169     142   9.6758   6.2070     927.0           0.0
    170     143   9.6758   3.7242     920.0           0.0
    171     144   9.6758   1.2414     914.0           0.0
    172     S19   0.0000 -600.0000     907.0           0.0
    173       -      nan      nan     900.0           1.0
    174     145   9.6758  -1.2414     894.0           0.0
    175     146   9.6758  -3.7242     887.0           0.0
    176     147   9.6758  -6.2070     881.0           0.0
    177     148   9.6758  -8.6898     874.0           0.0
    178     150   9.6758 -11.1726     867.0           0.0
    179     149   9.6758 -13.6554     861.0           0.0
    180     151   9.6758 -16.1382     854.0           0.0
    181     152   9.6758 -18.6210     847.0           0.0
    182     S20   0.0000 -600.0000     841.0           0.0
    183     153   9.6758 -21.1038     834.0           0.0
    184     154   9.6758 -23.5866     828.0           0.0
    185     155   9.6758 -26.0694     821.0           0.0
    186     156   9.6758 -28.5522     815.0           0.0
    187     157   9.6758 -31.0350     808.0           0.0
    188     158   9.6758 -33.5178     801.0           0.0
    189     159   9.6758 -36.0006     795.0           0.0
    190     160   9.6758 -38.4834     788.0           0.0
    191     S21   0.0000 -600.0000     781.0           0.0
    192       -      nan      nan     774.0           1.0
    193     161  11.8259  39.7248     768.0           0.0
    194     162  11.8259  37.2420     762.0           0.0
    195     163  11.8259  34.7592     755.0           0.0
    196     164  11.8259  32.2764     748.0           0.0
    197     165  11.8259  29.7936     742.0           0.0
    198     166  11.8259  27.3108     735.0           0.0
    199     167  11.8259  24.8280     729.0           0.0
    200     168  11.8259  22.3452     722.0           0.0
    201     S22   0.0000 -600.0000     715.0           0.0
    202     169  11.8259  19.8624     709.0           0.0
    203     171  11.8259  17.3796     702.0           0.0
    204     170  11.8259  14.8968     695.0           0.0
    205     172  11.8259  12.4140     689.0           0.0
    206     173  11.8259   9.9312     682.0           0.0
    207     174  11.8259   7.4484     676.0           0.0
    208     175  11.8259   4.9656     669.0           0.0
    209     176  11.8259   2.4828     662.0           0.0
    210   _S23_      nan      nan     656.0           1.0
    211       -      nan      nan     649.0           1.0
    212     177  11.8259   0.0000     643.0           0.0
    213     178  11.8259  -2.4828     636.0           0.0
    214     179  11.8259  -4.9656     629.0           0.0
    215     180  11.8259  -7.4484     623.0           0.0
    216     181  11.8259  -9.9312     616.0           0.0
    217     182  11.8259 -12.4140     609.0           0.0
    218     183  11.8259 -14.8968     603.0           0.0
    219     184  11.8259 -17.3796     596.0           0.0
    220     S24   0.0000 -600.0000     590.0           0.0
    221     185  11.8259 -19.8624     583.0           0.0
    222     186  11.8259 -22.3452     577.0           0.0
    223     187  11.8259 -24.8280     570.0           0.0
    224     188  11.8259 -27.3108     563.0           0.0
    225     189  11.8259 -29.7936     557.0           0.0
    226     190  11.8259 -32.2764     550.0           0.0
    227     191  11.8259 -34.7592     544.0           0.0
    228     192  11.8259 -37.2420     537.0           0.0
    229     S25   0.0000 -600.0000     530.0           0.0
    230       -      nan      nan     523.0           1.0
    231     193  13.9761  38.4834     517.0           0.0
    232     194  13.9761  36.0006     511.0           0.0
    233     195  13.9761  33.5178     504.0           0.0
    234     196  13.9761  31.0350     497.0           0.0
    235     197  13.9761  28.5522     491.0           0.0
    236     198  13.9761  26.0694     484.0           0.0
    237     199  13.9761  23.5866     478.0           0.0
    238     200  13.9761  21.1038     471.0           0.0
    239     S26   0.0000 -600.0000     464.0           0.0
    240     201  13.9761  18.6210     458.0           0.0
    241     202  13.9761  16.1382     451.0           0.0
    242     203  13.9761  13.6554     445.0           0.0
    243     204  13.9761  11.1726     438.0           0.0
    244     205  13.9761   8.6898     431.0           0.0
    245     206  13.9761   6.2070     425.0           0.0
    246     207  13.9761   3.7242     418.0           0.0
    247     208  13.9761   1.2414     412.0           0.0
    248     S27   0.0000 -600.0000     405.0           0.0
    249       -      nan      nan     399.0           1.0
    250     209  13.9761  -1.2414     392.0           0.0
    251     210  13.9761  -3.7242     385.0           0.0
    252     211  13.9761  -6.2070     379.0           0.0
    253     212  13.9761  -8.6898     372.0           0.0
    254     213  13.9761 -11.1726     366.0           0.0
    255     214  13.9761 -13.6554     359.0           0.0
    256     215  13.9761 -16.1382     353.0           0.0
    257     216  13.9761 -18.6210     346.0           0.0
    258     S28   0.0000 -600.0000     339.0           0.0
    259     217  13.9761 -21.1038     333.0           0.0
    260     218  13.9761 -23.5866     326.0           0.0
    261     219  13.9761 -26.0694     320.0           0.0
    262     220  13.9761 -28.5522     313.0           0.0
    263     221  13.9761 -31.0350     307.0           0.0
    264     222  13.9761 -33.5178     300.0           0.0
    265     223  13.9761 -36.0006     293.0           0.0
    266     224  13.9761 -38.4834     287.0           0.0
    267   _S29_      nan      nan     280.0           1.0
    268       -      nan      nan     274.0           1.0
    269     225  16.1263  39.7248     267.0           0.0
    270     226  16.1263  37.2420     260.0           0.0
    271     227  16.1263  34.7592     254.0           0.0
    272     228  16.1263  32.2764     247.0           0.0
    273     229  16.1263  29.7936     241.0           0.0
    274     230  16.1263  27.3108     234.0           0.0
    275     231  16.1263  24.8280     228.0           0.0
    276     232  16.1263  22.3452     221.0           0.0
    277     S30   0.0000 -600.0000     215.0           0.0
    278     233  16.1263  19.8624     208.0           0.0
    279     234  16.1263  17.3796     202.0           0.0
    280     235  16.1263  14.8968     195.0           0.0
    281     236  16.1263  12.4140     188.0           0.0
    282     237  16.1263   9.9312     182.0           0.0
    283     238  16.1263   7.4484     175.0           0.0
    284     239  16.1263   4.9656     169.0           0.0
    285     240  16.1263   2.4828     162.0           0.0
    286     S31   0.0000 -600.0000     156.0           0.0
    287       -      nan      nan     150.0           1.0
    288     241  16.1263   0.0000     143.0           0.0
    289     242  16.1263  -2.4828     136.0           0.0
    290     243  16.1263  -4.9656     130.0           0.0
    291     244  16.1263  -7.4484     123.0           0.0
    292     245  16.1263  -9.9312     116.0           0.0
    293     246  16.1263 -12.4140     110.0           0.0
    294     247  16.1263 -14.8968     103.0           0.0
    295     248  16.1263 -17.3796      97.0           0.0
    296     S32   0.0000 -600.0000      90.0           0.0
    297     249  16.1263 -19.8624      84.0           0.0
    298     250  16.1263 -22.3452      77.0           0.0
    299     251  16.1263 -24.8280      71.0           0.0
    300     252  16.1263 -27.3108      64.0           0.0
    301     253  16.1263 -29.7936      58.0           0.0
    302     254  16.1263 -32.2764      51.0           0.0
    303     255  16.1263 -34.7592      45.0           0.0
    304     256  16.1263 -37.2420      38.0           0.0
    305     S33   0.0000 -600.0000      32.0           0.0
                
